web-scraper-order,web-scraper-start-url,title,number,crn,class_cap,credits,professor,schedule,property_1_type,property_1_value,property_2_type,property_2_value,property_3_type,property_3_value,property_4_type,property_4_value,description,programs,programs-href
"1682449853-866","https://inside.bard.edu/academic/courses/current/menu.htm","Trading Fictions in the Indian Ocean","LIT 368","11667","15","4","Elizabeth Holt","Wed     3:30 PM
  – 5:50 PM Olin 301","Distributional","MBV Meaning, Being, Value","Crosslists","American & Indigenous Studies; Asian Studies; Middle Eastern Studies","null","null","null","null","This course studies the
long history of empire’s intersections with capitalism in the Indian Ocean,
beginning with the Arabic story cycle of Seven Voyages of Sindbad the
Sailor, followed by Amitav Ghosh’s Sea of Poppies, and
concluding with British Petroleum’s The Third River and its
figurations of the port of Basra.  We will consider how Islamic finance,
merchant practices, and exploitative slavery and labor markets in the Indian
Ocean littoral and Red Sea intersected with the rise of European expeditionary
maritime and settler colonialism in the region, with a particular emphasis on
narrative and the commodity form.  We will study the history of the East
India Companies in relation to the rise of the corporation, and ask how we
understand the violence in the narrative cycles of empires past in relation to
European colonialism and ongoing capitalist labor practices predicated on
precarity and displacement. To do so, we must also understand the history
of these waters, to be found in the Opium Wars, the
shared traditions of Sanskrit, Persian, and Arabic storytelling, and in the
global market for displaced labor and oil.  This is a World Literature
offering and a Literature junior seminar.","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-867","https://inside.bard.edu/academic/courses/current/menu.htm","Places and Spaces","LIT 391","11400","15","4","Hua Hsu","Wed     3:30 PM
  – 5:50 PM Olin 305","Distributional","LA Literary Analysis in English","Crosslists","American & Indigenous Studies; Architecture; Environmental Studies","null","null","null","null","This seminar will survey various approaches to theorizing, thinking
and writing about the world around us. Primarily, we will consider notions of
“place” and “placeness,” the ineffable quality that makes a set of coordinates
on a map feel knowable or intimate. We will survey a range of novels and short
stories, critical theory and journalistic reportage, essays and manifestos. We
will regard influential urban theorists and street skaters in California alike
as our intellectual lodestars. Drawing on these methods and disparate
influences, students will pursue their own, sustained exploration of the course
themes, which might take the form of a research paper, a reported essay, or
anything in-between. Our time together will be guided by a set of broad,
related questions: What do our surroundings want from us? How do these
surroundings—city blocks, buildings, roads, parks—change us? What stories do
our movements through space tell? And finally: what power does an individual
have to reshape or reimagine the vast landscape around them? Authors may
include: Donald Barthelme, Walter Benjamin, Chang-rae Lee, Colson Whitehead,
George Perec, Rebecca Solnit, Teju Cole, Jamaica Kincaid, Jose Vadi. This
course satisfies the American Studies junior seminar requirement. This
course is part of the Rethinking Place: Bard-on-Mahicantuck
Initiative.","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-868","https://inside.bard.edu/academic/courses/current/menu.htm","Dreyfus/Wilde: Narratives of Martyrdom","LIT 392","11401","15","4","Stephen Graham","Tue      3:10 PM
  – 5:30 PM Olin 305","Distributional","LA Literary Analysis in English D+J Difference and Justice","Crosslists","Human Rights; Victorian Studies","null","null","null","null","The trials and convictions of Captain Alfred Dreyfus (1894-5)
and Oscar Wilde (1895) placed anti-Semitism and homophobia (respectively) at
the center of modern political discourse, sent shock waves through Britain and
France, and transformed politicians, intellectuals and ordinary citizens into
passionate partisans of one “side” or the other. Both “affairs” became literary
narratives even as they played out in real time, involving some of the
best-known writers of the last 125 years. We will read some of the most
significant of these accounts by writers like Wilde, Émile Zola, Frank Harris
and Anatole France, along with more recent treatments by André Gide, Moises
Kaufman and Robert Harris. Apart from their intrinsic interest, these readings
should provide a useful lens through which to view today’s fractured political
landscape.","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-869","https://inside.bard.edu/academic/courses/current/menu.htm","Beyond Technopolis: Media / Theory /
  Japan","LIT 394","11402","15","4","Nathan Shockey","Tue      3:10 PM
  – 5:30 PM Olin 301","Distributional","LA Literary Analysis in English","Crosslists","Asian Studies; Experimental Humanities","null","null","null","null","In the global imaginary, Japan frequently floats as a symbol for
high-tech hyper-futurism, a vision into a techno-utopian (or dystopian)
wonderland. This course takes up the rich body of theoretical and conceptual
work on media from and surrounding Japan in order to decenter Eurocentric media
theory while exploring the complexity of modern Japan’s own media ecologies. In
addition to reading major Japanese texts of media theory on topics like film,
photography, animation, games, and networked subjectivity, we will also peruse
the robust body of recent English-language scholarship thinking with and
through the Japanese context, as well bring works of Japanese literature and
visual art into conversation with movements in global media theory. Further
nexuses of investigation include the connections and intersections between:
architecture, infrastructure, and communications; media environments, consumer
technology, and climate change; role-playing games, virtual, and augmented
realities; and techne-zen, personal computing, and the spirit of global
capitalism, among others. We will also consider the role of fantasies of Japan
in the Western imaginary, including conversations on techno-orientalism,
post-human consciousness, and strategies for making sense of digital age
excesses of sensation and information. No prior knowledge or coursework on
Japan or Japanese is required and students with backgrounds in Experimental
Humanities and media art are especially encouraged to register.","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-870","https://inside.bard.edu/academic/courses/current/menu.htm","Literature Senior Colloquium I","LIT 405","11233","20","1","Alex Benson","Mon       3:30 PM
  – 4:50 PM Aspinwall 302","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","(To be taken concurrently with LIT 401) Senior Colloquium is
the capstone course in the Literature curriculum and, along with the Senior
Project, represents the culmination of your work in the major. The course has
several interrelated goals: 1) to facilitate and support every stage of your
work on the Senior Project; 2) to develop ways of sharing that work and
constructively exchanging ideas with fellow colloquium members as well as other
Literature students and faculty; 3) to actively engage with related intellectual
and artistic events (such as readings, panel discussions, and lectures) in ways
that connect your work on the Senior Project with the work of prominent
scholars and writers; 4) to cultivate an honest, self-reflective relationship
toward your own scholarship, thinking, and writing; and 5) to document your
research in a way that is generous toward future readers and writers.","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-871","https://inside.bard.edu/academic/courses/current/menu.htm","Literature Senior Colloquium II","LIT 406","11234","20","1","Alex Benson","Mon       5:10 PM
  – 6:30 PM Aspinwall 302","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","(To be taken concurrently with LIT 402) Senior Colloquium is the
capstone course in the Literature curriculum and, along with the Senior
Project, represents the culmination of your work in the major. The course has
several interrelated goals: 1) to facilitate and support every stage of your
work on the Senior Project; 2) to develop ways of sharing that work and
constructively exchanging ideas with fellow colloquium members as well as other
Literature students and faculty; 3) to actively engage with related
intellectual and artistic events (such as readings, panel discussions, and
lectures) in ways that connect your work on the Senior Project with the work of
prominent scholars and writers; 4) to cultivate an honest, self-reflective
relationship toward your own scholarship, thinking, and writing; and 5) to
document your research in a way that is generous toward future readers and
writers.","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-872","https://inside.bard.edu/academic/courses/current/menu.htm","Ethnographic Reportage","ANTH 364","11283","15","4","John Ryle","Mon       12:30
  PM – 2:50 PM Olin 303","Distributional","LA  Literary
  Analysis in English","Crosslists","Africana Studies; Historical Studies; Human Rights; Literature","null","null","null","null","","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-873","https://inside.bard.edu/academic/courses/current/menu.htm","Madame Bovary’s Afterlife","FREN 321","11213","15","4","Marina van Zuylen","Wed     4:00 PM
  – 6:20 PM Olin 309","Distributional","FL Foreign Languages and Lit","Crosslists","Literature","null","null","null","null","","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-874","https://inside.bard.edu/academic/courses/current/menu.htm","The Divided Self","HR 351","11533","12","4","Zahid Rafiq","Wed     8:00 AM
  – 10:20 AM OSUN Course","Distributional","LA Literary Analysis in English","Crosslists","Literature","null","null","null","null","","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-875","https://inside.bard.edu/academic/courses/current/menu.htm","Introduction to Spanish Literature in
  conversation with the Visual Arts","SPAN 301","11246","15","4","Patricia Lopez-Gay","Mon  Wed     10:10 AM
  – 11:30 AM Olin 306","Distributional","FL  Foreign
  Languages and Lit","Crosslists","Experimental Humanities; Latin American/Iberian Studies; Literature","null","null","null","null","","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449853-876","https://inside.bard.edu/academic/courses/current/menu.htm","The Poetic Sequence 1922-2022","WRIT 328","11412","12","4","Ann Lauterbach","Mon       3:10 PM
  – 5:30 PM Olin Languages Center 206","Distributional","PA  Practicing
  Arts","Crosslists","Literature","null","null","null","null","","300 and 400 Level Courses","https://inside.bard.edu/academic/courses/current/lit3courses.html"
"1682449856-877","https://inside.bard.edu/academic/courses/current/menu.htm","The Good-Enough: Rethinking Success
  and Ambition","LIT 112","11376","22","4","Marina van Zuylen","Tue  Thurs  3:30 PM
  – 4:50 PM Olin 204","Distributional","MBV Meaning, Being, Value","null","null","null","null","null","null","This seminar will contrast our present moment
where the tyranny of meritocracy seems to have forgotten what the Ancients
called golden mediocrity. How can Aristotle, Spinoza, George Eliot, Levinas, Rankine, and Chekhov help us navigate the brutal
world of competitiveness? How can we feel that ours is a good life, without
having to give into the constant judgement of others?","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-878","https://inside.bard.edu/academic/courses/current/menu.htm","A Brief Introduction to the Study of Poetry","LIT 123 A","12078","18","2","Elizabeth Frank","Wed Thurs    8:30 AM – 9:50 AM  (March 15 – May 11)","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","Using the shorter version
of The Norton Anthology of Poetry, in this course we will read and
examine the long and rich tradition of poetry written in English by both major
and minor poets. We’ll explore lyric modes, including songs and sonnets,
ballads and other narrative forms, and the astonishing variety of voices and
preoccupations from medieval English poetry up through our own era, moving
constantly back and forth across time, historical periods and changes in style.
Two short papers.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-879","https://inside.bard.edu/academic/courses/current/menu.htm","Writing While Black","LIT 138","11381","22","4","Peter L’Official","Tue  Thurs    10:10 AM
  – 11:30 AM Olin 202","Distributional","LA Literary Analysis in English D+J Difference and Justice","Crosslists","Africana Studies; American & Indigenous Studies; Human Rights","null","null","null","null","This is a course on African American Literature in the 21st
Century. In this class, we will explore what it means for an author in the
contemporary era to render Blackness, Black folk, and Black experience in prose
and poetry. How do Black writers contend with the present, bearing in mind the
notion that, “the past is never dead. It’s not even past”? What does it mean to
write in a moment—like many before it–when simply “existing while Black”
carries with it a sense of sobering precarity? What is the significance of
creating Black literature within a publishing industry that is itself an engine
of racial inequality in terms of demographics and the literature itself? We
will read broadly to find answers to these questions, and may encounter
fiction, essays, poetry, plays, and the graphic novel along the way. Major
authors may include but not be limited to: Hanif Abdurraquib, Brit Bennett, Mat
Johnson, Kiese Laymon, Deesha Philyaw, Brandon Taylor, Danez Smith, Jesmyn
Ward, and Bryan Washington. Issues of race, gender, sexuality, and
socioeconomic difference are discussed at length in this course. This course is
open both to intended Literature majors and to others interested in developing
skills in close-reading and critical analysis.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-880","https://inside.bard.edu/academic/courses/current/menu.htm","Supernatural Tales of Asia: Ghosts,
  Gods, and Goblins","LIT 152","11382","22","4","Phuong Ngo","Mon  Wed     3:30 PM
  – 4:50 PM Olin 203","Distributional","FL Foreign Languages and Lit","Crosslists","Asian Studies","null","null","null","null","Since ancient times, humans have been fascinated with the otherworldly:
stories of divine, ghostly, and fantastical beings regularly appear across
various traditions and continue to serve as an endless source of inspiration
for the creation of new art and literature. This course will introduce students
to a variety of texts from across East, South, and Southeast Asia that explore
encounters between the ordinary and the strange. Topics include gender,
sexuality, kinship, fear, abhorrence, and longing. The materials covered span a
wide range of genres and time periods, starting with creation myths and the
earliest written traditions, and ending with horror movies, novels, and comics
in the modern period. Some questions we will attempt to answer are: What lies
at the root of humanity’s perpetual fascination with the strange? How do Asian
traditions differ across time and space in their imaginations of sites of
contest between the this-worldly and the other-worldly? What do these stories
tell us about evolving social forms, codes, expectations, and the relationships
among self, other, and community? This introductory-level Literature course is
open to all and is an Asian Humanities course on major texts. This course is
part of the World Literature Course offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-881","https://inside.bard.edu/academic/courses/current/menu.htm","Tolstoy’s
  Short Fiction","LIT
  160","12079","22","2","Elizabeth
  Frank","Wed Thurs   
  10:10 AM – 11:30 AM  (March 15 –
  May 11)","Distributional","LA Literary
  Analysis in English","Crosslists","Russian
  and Eurasian Studies","null","null","null","null","Both
before and after he wrote his masterworks, War and Peace and Anna Karenina,
Tolstoy composed magnificent works of short fiction. Often highly
autobiographical, Tolstoy draws in these short works on his experiences from
childhood on, opening up for exploration virtually every issue that haunted
him—and Russia--during his long, tumultuous life (1828-1910). The position of
women with respect to marriage, sex and the family; the quest for religious
faith; the existential phenomenon of death; the problems of autocracy,
aristocracy and serfdom; questions of education; Russia’s political turmoil;
and the realities of military life are only a few of the subjects he tackles
with superb artistry in his obsessive and uncompromising drive to grapple with
what are, for him, the truths of human existence. We will read, among other
works, his early linked autobiographical novellas Childhood, Boyhood and Youth,
and such short stories as “The Prisoner of the Caucasus,” “The Death of Ivan Ilyich,” “The Kreutzer Sonata,” “Master and Man,” “Father Sergius,” “Alyosha the Pot,” and
“Hadji Murat,” writings begun in Tolstoy’s youth and
continuing well into his astonishing and anguished old age. Two
short papers.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-882","https://inside.bard.edu/academic/courses/current/menu.htm","The Dean's Colloquium: Reading Three
  Nineteenth-Century Novels","LIT 162","11647","15","2","Deirdre D’Albertis","Fri   1:30 PM – 3:30
  PM Reem Kayden Center 200","Distributional","LA Literary Analysis in English","Crosslists","Victorian Studies","null","null","null","null","As part of the Bard Reading Initiative, the Dean invites students
interested in the process of reading long narrative fiction to join this
two-credit, weekly colloquium.   We will
meet each Friday from 1:30 to 3:30 to investigate what happens when we read the
fiction of Jane Austen slowly, deliberately, and with attention to attention
itself.  Students will be encouraged to
explore the phenomenology of reading. We will read about characters reading and
in so doing consider what it is we are ourselves doing when we read. What is
different? What is the same? How are structures of narration in Austen’s Emma
predicated on certain ideas about reading the individual in community with
others?  What do we need to understand to
enter the intricate social world of Pride and Prejudice?  How do we experience time when we read
Persuasion, for instance? What relationship does reading have to feeling and
performativity in Sense and Sensibility?  
Curious readers who are interested in (re)discovering the pleasures
particular to these questions are welcome: students will engage in frequent
short writing assignments,  keep a
detailed reading journal, and develop new strategies for working with these
texts to be shared with others.  Members
of the class will be encouraged to participate in the first BRI conference in
April 2023.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-883","https://inside.bard.edu/academic/courses/current/menu.htm","Narrative/Poetics/Representation","LIT 201 A","11383","15","4","Cole Heinowitz","Tue  Thurs    11:50 AM
  – 1:10 PM Olin 304","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","What does it mean to study literature today? How, precisely,
do poetry, fiction, creative nonfiction, and drama differ from other forms of expression?
How can we read those differences—the small, unexpected ways that works of
literature can transform everyday life and everyday language—in connection with
larger cultural, political, and aesthetic questions? And how can we use
encounters with literary texts to reimagine or remodel our visions of self,
community, and our mode of being in the world? Emphasizing the practice of
close textual analysis and introducing students to foundational and emerging
methods in literary studies, this course lays the groundwork for further
investigations across a range of literary forms, national traditions,
historical moments, and social identities. This course is a pre-moderation
requirement for all prospective Literature and Written Arts majors.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-884","https://inside.bard.edu/academic/courses/current/menu.htm","Narrative/Poetics/Representation","LIT 201 B","11384","15","4","Alys Moody","Mon  Wed     3:30 PM
  – 4:50 PM Olin 303","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","What does it mean to study literature today? How, precisely,
do poetry, fiction, creative nonfiction, and drama differ from other forms of
expression? How can we read those differences—the small, unexpected ways that
works of literature can transform everyday life and everyday language—in
connection with larger cultural, political, and aesthetic questions? And how
can we use encounters with literary texts to reimagine or remodel our visions
of self, community, and our mode of being in the world? Emphasizing the
practice of close textual analysis and introducing students to foundational and
emerging methods in literary studies, this course lays the groundwork for
further investigations across a range of literary forms, national traditions,
historical moments, and social identities. This course is a pre-moderation
requirement for all prospective Literature and Written Arts majors.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-885","https://inside.bard.edu/academic/courses/current/menu.htm","Narrative/Poetics/Representation","LIT 201 C","11385","15","4","Ingrid Becker","Tue  Thurs    3:30 PM
  – 4:50 PM Olin 303","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","What does it mean to study literature today? How, precisely,
do poetry, fiction, creative nonfiction, and drama differ from other forms of
expression? How can we read those differences—the small, unexpected ways that
works of literature can transform everyday life and everyday language—in
connection with larger cultural, political, and aesthetic questions? And how
can we use encounters with literary texts to reimagine or remodel our visions
of self, community, and our mode of being in the world? Emphasizing the
practice of close textual analysis and introducing students to foundational and
emerging methods in literary studies, this course lays the groundwork for
further investigations across a range of literary forms, national traditions,
historical moments, and social identities. This course is a pre-moderation
requirement for all prospective Literature and Written Arts majors.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-886","https://inside.bard.edu/academic/courses/current/menu.htm","After Chinua Achebe: Reading contemporary African Literature","LIT 2023","12145","10","2","John Ryle","Tue    11:50 AM – 1:10 PM Olin 107","Distributional","LA Literary Analysis in English","Crosslists","Africana Studies; Human Rights; Written Arts","null","null","null","null","Chinua Achebe is among
the greatest of post-colonial African writers.Things
Fall Apart, his first novel, published in 1958, remains the most celebrated
work in modern African literature. Since Achebe’s time there has been a
continual flowering of writing from Africa. This new seminar offers an
opportunity to engage with some outstanding examples. We will meet once a week
to discuss a novel, short story or memoir. Class members will be asked to
introduce the discussion by rotation. Writers whose books we will be reading -
besides Achebe himself - will be drawn from the following: Chimamanda
Adichie (Nigeria), Abdulrazak
Gurnah (Tanzania). Okot p’Bitek (Uganda), Nuruddin Farah
(Somalia), NoViolet Bulawayo (Zimbabwe), Amos Tutuola (Nigeria), Binyavanga Wainaina (Kenya), Taleb Salih (Sudan), Ngũgĩ wa Thiong'o (Kenya), and Ousmane Sembene (Senegal).
Discussions will cover Issues of history and post-coloniality,
nationhood, gender, cultural relativism, translation and indigenous literary
forms. For some sessions of the class we will be joined by other Bard faculty
members with special expertise, or the writer themselves. The class is limited
to ten students. Chinua Achebe himself taught at Bard for two decades, from
1990 to 2009, and died in 2013. This class is the first event in a year-long
commemoration at Bard of the tenth anniversary of his passing.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-887","https://inside.bard.edu/academic/courses/current/menu.htm","Modern American Poetry","LIT 2083","11396","22","4","Matthew Mutter","Tue  Thurs    11:50 AM
  – 1:10 PM Olin 310","Distributional","LA Literary Analysis in English","Crosslists","American & Indigenous Studies","null","null","null","null","“America is a poem in our eyes,” wrote Ralph Waldo Emerson in
1844. He complained, however, that no poet equal to that muse had arisen. In
the following decades, Walt Whitman and Emily Dickinson would inaugurate an
elastic tradition of poetic practice and vision more distinctive than Emerson
could imagine. This course will trace modern American poetry from Whitman and
Dickinson through the middle decades of the twentieth century. We will ask what
“modernity” in poetry entails by exploring transformations of poetic form, new
understandings of the poet’s vocation, and shifting accounts of the interplay
among language, self, and world. We will investigate American poetry’s relation
to politics, religion, and science; African-American poetry’s engagements with
jazz and the blues; and the proliferation of poetic movements and manifestos in
the twentieth century (Imagism, Vorticism, the Harlem Renaissance, The Black
Arts, Projectivism, Objectivism, Confessionalism, etc.). Our authors will
likely include Walt Whitman, Emily Dickinson, Langston Hughes, Robert Frost,
Melvin Tolson, Marianne Moore, Wallace Stevens, T.S. Eliot, Ezra Pound, Muriel
Rukeyser, Gwendolyn Brooks, Elizabeth Bishop, Charles Olson, Frank O’Hara,
Amiri Baraka, and John Ashbery.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-888","https://inside.bard.edu/academic/courses/current/menu.htm","Kings and Queens in European History
  and Literature","LIT 212","11394","22","4","Karen Sullivan","Tue  Thurs    1:30 PM
  – 2:50 PM Olin 101","Distributional","LA Literary Analysis in English","Crosslists","French Studies; Medieval Studies","null","null","null","null","As the recent death of Queen Elizabeth II reflects, even
today, in an age when democracy is widely accepted as the only acceptable form
of government, monarchy remains a critical point of orientation in our
discussions of political leadership. Why was it that, for most of human
history, the rule of kings and queens was seen as natural and even
divinely-ordained? What was it that the subjects in monarchies dreamed of in
their ruler, and what was it that they feared? What was the connection between
the personal and political lives of rulers, and how was that connection seen as
affecting their kingdoms? What happens in a family when parents, children, and
siblings are all jostling for power? By reading a series of texts, both
historical and fictional, from the European Middle Ages, the Renaissance, and
the Age of Revolutions, we will examine the ideals and the reality of monarchy.
Kings and queens to be considered include Charlemagne, King Arthur, Eleanor of
Aquitaine, richard the Lionheart, Saint Louis, Richard II, Elizabeth I, Louis
XIV, and Marie Antoinette. This course is a Pre-1800 Literature course
offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-889","https://inside.bard.edu/academic/courses/current/menu.htm","Free Speech","LIT 218","11395","22","4","Dina Ramadan","Mon  Wed     10:10 AM
  – 11:30 AM Barringer 104","Distributional","MBV Meaning, Being, Value D+J Difference and Justice","Crosslists","Human Rights","null","null","null","null","(Human Rights core course, OSUN global course) An
introduction to debates about freedom of expression. What is ‘freedom of
speech’? Is there a right to say anything? Why? We will investigate who has had
this right, where and why, and what it has had to do in particular with
politics and culture. What powers does speech have, and for what? Debates about
censorship, dissidence and protest, hate speech, the First Amendment and
Article 19 of the Universal Declaration of Human Rights will be obvious
starting points, but we will also explore some less obvious questions: about
faith and the secular, the rights of minorities, migration, surveillance,
speaking and political agency, law and politics, social media, and the force(s)
of words. In asking about the status of the speaking human subject, we will
look at the ways in which the subject of rights, and indeed the thought of
human rights itself, derives from an experience of claiming, speaking, and
speaking up. These questions will be examined, if not answered, across a
variety of philosophical, legal, journalistic, and political texts, with a
heavy dose of case studies (many of them happening right now) and readings in
contemporary critical and legal theory. Taught in parallel with classes at Bard
College Berlin (Germany), Al-Quds Bard College for Liberal Arts and Sciences in
Abu Dis (Palestine), and the American University of Central Asia in Bishkek
(Kyrgystan). Many of our assignments and activities will be shared, and we will
work jointly on some material with students at other schools. This is an OSUN Network Collaborative Course, taught on
multiple OSUN partner institutions and designed to allow students to learn and
work together across campuses.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-890","https://inside.bard.edu/academic/courses/current/menu.htm","Stalin and Power","LIT 2205","11683","20","4","Jonathan Brent","Fri    
  3:10 PM – 5:30 PM Olin
  101","Distributional","LA Literary Analysis in English","Crosslists","Historical Studies; Russian and Eurasian Studies","null","null","null","null","This course will investigate Stalin’s rise and seizure of
absolute power and they way his power was reflected in society and Soviet literature.
Readings will concentrate on historical documents from Soviet political and
governmental organs, including top secret and still classified KGB documents;
novels; diaries; transcripts of conversations with Stalin; Stalin’s personal
letters; and contemporary reflections. We will read Vasily Grossman’s great
novel, Life and Fate; Walpurgis Night by Venedikt Erofeev; Sofia Petrovna, by
Lidia Chukovskaya; along with other works that help us understanding the
meaning and extent of Stalin’s power and the way it shaped and was shaped by
the life of the people.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-891","https://inside.bard.edu/academic/courses/current/menu.htm","Wild Romanticism","LIT 230","11648","22","4","Cole Heinowitz","Mon  Wed     11:50 AM
  –1:10 PM Olin 310","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","This course traces the emergence of the wild as a poetic,
ecological, and ontological concept in Romantic literature. Physical and imaginative
immersion in the wild provided late 18th- and 19th-century
writers with methods for engaging the natural environment that directly
resisted instrumentalization and anthropocentrism. By developing practices for
direct perception of and communication with the non-human world, these writers
simultaneously reactivated ancient ways of knowing and contested dominant
Enlightenment paradigms that privilege thinking over feeling, reason over
sensation, and activity over receptivity. We will read extensively from the
works of Goethe, P.B. Shelley, and Thoreau. Other key Romantic-era writers to
be explored include Schelling, Blake, Darwin, and Emerson. Our study will
conclude with a consideration of 20th- and 21st-century
poets, philosophers, and scientists whose work directly extends these lines of
inquiry.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-892","https://inside.bard.edu/academic/courses/current/menu.htm","Non-Secular Modernities","LIT 239","11386","22","4","Karen Sullivan","Tue  Thurs    10:10 AM
  – 11:30 AM Olin 301","Distributional","LA Literary Analysis in English","null","null","null","null","null","null","“Modernity,” as it is generally conceived, has been defined
in large part by secularism. The declining rates of participation in organized religion
in Western Europe and North America over the past century have been seen by
many as evidence of the natural and inevitable disappearance of religious faith
and tradition in the face of scientific progress. Yet despite the seemingly
monolithic secularism of twentieth- and twenty-first century western thought,
there exists an important counter-tradition of writers and thinkers who have
complicated this narrative, engaging with religious issues in thought-provoking
and often heterodox ways. Though well known and respected as intellectuals,
these authors have tended not to be studied in secular academic institutions
or, if they are studied, not to be considered in the context of other religious
thinkers. In this class, we will be reading these authors, in this context.
Authors to be examined include Charles Péguy, Charles Maurras, Thérèse de
Lisieux, Paul Claudel, Georges Bernanos, Simone Weil, G. K. Chesterton, Muriel
Spark, Graham Greene, Evelyn Waugh, François Mauriac, Thomas Merton, Dorothy
Day, and Mary Gordon. Consideration will be given to continental philosophers
who engage seriously with religious thought such as Georges Bataille, Romano
Guardini, Martin Buber, Walter Benjamin, Emmanuel Lévinas, Jacques Derrida, and
Jean-Luc Marion, as well as to the debate between C. S. Lewis and Elizabeth
Anscombe. Theists, atheists, agnostics—those of any religious persuasion or
none—are all welcome.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
"1682449856-893","https://inside.bard.edu/academic/courses/current/menu.htm","Theater and Politics: The Power of
  Imagination","LIT 2481","11397","22","4","Thomas Wild","Tue  Thurs    3:30 PM
  – 4:50 PM Olin 310","Distributional","LA Literary Analysis in English D+J Difference and Justice","Crosslists","German Studies; Human Rights; Theater and Performance","null","null","null","null","How do theater and politics interrelate? What is the role of
imagination, in politics as well as in literature, to challenge the realities of
our existing world? We will pursue the dialog around these questions along four
major themes: (1) ‘War and Violence’ are at the core of Heinrich von Kleist’s
Amphitryon and Penthesilea; composed around 1800, both tragedies also re-write
ancient traditions of how war and violence impact our identities. (2)
‘Revolution,’ we will investigate through Georg Büchner’s “Woyzeck” and
“Danton’s Death”; both dramas reflect on social and political revolutions of
the 19th century still relevant today. (3) ‘Populism’ and its
totalitarian aspirations have ignited signature works by Bertolt Brecht (The
Good Person of Szechwan, Three Penny Opera, The Measures Taken) and by Tankred
Dorst (D’Annunzio: The Forbidden Garden; Merlin: This Beautiful Place), the
latter being the one of the most significant post-war German playwrights albeit
hardly known in the U.S. (4) ‘Migration and Transformation’ addresses
conditions of our current world – in politics and the arts, where projects such
as Rimini-Protokoll deliberately cross the lines between theater, performance,
reportage, and political activism. Questions around gender and sexuality inform
most of these plays and will be a recurring theme in our discussions. Alongside
the plays, we will engage with selected poetic writings by those authors as
well as with related theories (of imagination, of performance, of gender etc.).
– Please plan for 3-4 additional screening sessions outside of the regular
class time.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/current/lit2courses.html"
