web-scraper-order,web-scraper-start-url,title,number,crn,class_cap,credits,professor,schedule,property_1_type,property_1_value,property_2_type,property_2_value,property_3_type,property_3_value,property_4_type,property_4_value,description,programs,programs-href
"1682471424-1749","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Literary Journalism","LIT 240","92134","22","4","Ian Buruma","Mon  Wed     8:30 AM
  - 9:50 AM Olin 204","Distributional","LA  Literary Analysis in English","Crosslists","Human
  Rights","null","null","null","null","This course will offer an introduction to the best of
literary journalism since Hazlitt. We will read texts such as Hazlitt's own The
Fight(1822) and Emile Zola's J'Accuse (1898). From there we will move on to
readings that will encompass criticism (of art, theater, film, music),
political reportage, travel essays, and war reporting. Writers will include
H.L. Mencken, Gay Talese, V. S. Naipaul, Susan Sontag, Rebecca West, and Zadie
Smith. What makes some journalism literary, and not just informative, is to
some extent a question of taste and subjective judgment. But the main thing is
that the text has lasting value on merits unrelated to topicality. The aim of
this course is to teach students how to read a literary text, and appreciate
its value. But just as important is to impart a sense of history. The essays
will give students a chance to consider past events in some depth. This should help
them develop their writing, as well as analytical skills, and give them some
historical grounding as well. This course is part of the World Literature
offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1750","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Fantastic Journeys and the Modern
  World","LIT 2404","92478","20","4","Jonathan Brent","Fri   3:00
  PM – 5:20 PM Olin 202","Distributional","LA Literary Analysis in English","Crosslists","null","null","null","null","null","We will  explore the literature
of the Fantastic of Eastern Europe and Russia from the early 20th century
to the 1960s in writers such as Ansky, Kharms, Kafka, Capek, Schultz, Mayakovsky,
Erofeyev, Olesha and
others.  Fantastic literature, as Calvino has noted, takes as its
subject the problem of “reality.” In this class, we will discuss questions of
identity, meaning, consciousness, as well as understanding of the relationship
between the individual and society in these
writers.     This course is part of the World
Literature offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1751","https://inside.bard.edu/academic/courses/fall2023/menu.htm","The Book Before Print","LIT 2414","92145","22","4","Marisa Libbon","Tue  Thurs    11:50 AM
  - 1:10 PM Reem Kayden Center 102","Distributional","LA  Literary Analysis in English","Crosslists","Experimental
  Humanities; Medieval Studies","null","null","null","null","Around 1475, an Englishman named William Caxton set up
England’s first printing press at Westminster in London. Prior to this
technological innovation (which the sixteenth-century writer John Foxe deemed
miraculous), books were made from vellum (animal skin) and were written and
illuminated—or painted—by hand. In this course, we’ll study medieval English
manuscript-books as both cultural objects and literary artifacts, dividing our
time between learning how manuscripts were imagined and constructed before the
invention of the printing press, and reading them. For us, “reading” will mean
engaging in literary and visual analysis of our texts—including epics, lyrics,
myths, and romances, all of which will be made available in modern printed
editions—as well as learning to decipher the handwriting of scribes responsible
for copying our texts. Our work will raise questions about literacy and its
definitions; literary labor; the history of the book; the development and
preservation of literary and visual artifacts; the relationship between image
and text; the ethical and practical problems of producing modern printed
editions of handwritten texts; and the proximity of anonymous pre-print culture
to the so-called Internet Age. We will also gain some hands-on experience with
manuscripts via the College’s recently acquired raw manuscript materials,
medieval manuscript leaves, and manuscript facsimiles. This is a pre-1800
Literature course offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1752","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Social Change and the Arts in Modern China","LIT 2422","92146","22","4","Shuangting Xiong","Tue  Thurs    3:30 PM
  - 4:50 PM Olin Languages Center 210","Distributional","FL  Foreign Languages and Lit","Crosslists","Art
  History and Visual Culture; Asian Studies; Human Rights","null","null","null","null","How can works of art bring about social change? This is the
question that haunted and confounded Chinese intellectuals and writers
throughout the twentieth century and remains relevant in our present day’s
global political situation. This course will explore this question by looking
at the various aesthetic debates and experiments undertaken by Chinese writers
and artists in the twentieth century, who were in a constant search for ideal
aesthetic forms that not only appealed to the masses, but actively sought to
transform them and society. We will look at the products of these experiments
that include literary, theatrical, and filmic texts. We will consider the
complex relationship between the rise of modern aesthetic genres and forms with
China’s ordeal of modernity, including the histories of colonialism, war, and
internal turmoil. We will explore how aesthetic innovations relate to broader
issues of social, cultural, and political importance, including changing
notions of selfhood, economic relations, gender and family relations, sexual
identity, and the rise of nationalism. The course is conducted in English; no
prior knowledge about China or Chinese language is required.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1753","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Empire, Equality, Ecology: British Literature since 1800","LIT 252","92135","22","4","Daniel Williams","Tue  Thurs    3:30 PM
  - 4:50 PM Olin Languages Center 120","Distributional","LA  Literary Analysis in English","null","null","null","null","null","null","(This course has no prerequisites and is open to students at
all levels.) A broad survey of British literature and culture from the early
19th through the late 20th century, with readings organized according to three
interconnected themes. First, the expansion, critique, and eventual dissolution
of the British Empire, with its concomitant effects on colonized (and later
postcolonial) peoples around the globe. Next, Britain’s rapid industrialization
and the resultant shifts in humanity’s relationship to the natural world,
partly reflected in scientific and ecological writing. Finally, the widening of
equality, particularly in terms of class and gender, with its attendant social
and political upheavals. We will consider how literature interacted with these
developments, looking at various literary movements and a range of evolutions
in form, genre, and style. Readings will include poetry, short stories, novels,
plays, manifestos, and essays, as well as relevant historical and theoretical
materials.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1754","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Amazing Grace: The Puritan Legacy in American Literature
  and Culture","LIT 257","92136","22","4","Elizabeth Frank","Wed Thurs   
  10:10 AM - 11:30 AM Olin
  308","Distributional","LA  Literary Analysis in English  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies","null","null","null","null","Starting in
1620, Puritans dissenting from the Church of England escaped persecution by setting
out for New England accompanied by their strict Calvinist theology and the
dream of a Christian “city on a hill.”  But from the beginning, they
wrestled with contradictions in their expectations, religious customs and ways
of life that have never been resolved and that, to this day, both enrich and
bedevil American society.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1755","https://inside.bard.edu/academic/courses/fall2023/menu.htm","The Modern and the Postmodern: Twentieth-Century American
  Literature","LIT 259","92138","22","4","Matthew Mutter","Tue  Thurs    11:50 AM
  - 1:10 PM Reem Kayden Center 101","Distributional","LA  Literary Analysis in English","Crosslists","American
  & Indigenous Studies","null","null","null","null","This course tracks the development of literature in the
United States in the twentieth century. We will begin with the formal
experiments of the modernists and conclude with an investigation of the
literature that has been dubbed (with underwhelming terminological ingenuity)
“postmodern.” The course will cultivate a double focus throughout: first, on
the aesthetic and philosophical underpinnings of the literary movements we
encounter; second, on the social and cultural matrices out of which these
movements emerged. Our literature, in other words, will be read against the
backdrop of the two World Wars and Vietnam; of the feminist, Civil Rights, and
Black Arts movements; of secularization and the sexual revolution; and of the
burgeoning social sciences and the “linguistic turn.” After exploring the
varieties of modernism in American literature, we will attempt to characterize
the postmodern: Is postmodernism a break with modernism or an accentuation of
elements latent in modernism itself? Is it a cultural mood, a structural
feature of late capitalism, or a programmatic literary mode? Throughout the
course we will consider the conceptual limitations of these master-concepts
even as we employ them. Authors may include Gertrude Stein, Nella Larsen, Jean
Toomer, Willa Cather, Wallace Stevens, William Faulkner, Djuna Barnes, T.S.
Eliot, James Baldwin, Saul Bellow, Don DeLillo, John Ashbery, Gwendolyn Brooks,
Toni Morrison, and Chang-Rae Lee.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1756","https://inside.bard.edu/academic/courses/fall2023/menu.htm","What is a Character?","LIT 263","92139","22","4","Adhaar Desai","Tue  Thurs    10:10 AM - 11:30 AM Albee 106","Distributional","LA  Literary Analysis in English","Crosslists","Experimental
  Humanities; Written Arts","null","null","null","null","We are often drawn to characters more than anything else in
our encounters with books, plays, or movies. This happens despite our knowing
that characters remain exactly what their name implies: trapped by printed
letters, scriptedness, or the limits of a screen. Characters are always
mediated, but they can also show us how concepts like humanity and personhood
depend on and contend with the media humans use to share ideas. In this course,
we will study the history of characters in western fiction to learn how
archetypes, racial and gendered stereotypes, historical or geographical
settings, and the capabilities of different media technologies shape our
encounters with them. We will also explore different ways of
""reading"" characters by thinking about how computer algorithms might
understand something as supposedly complex as an individual's personality.
Primary texts will include Shakespeare's Hamlet, Stevenson’s Doctor Jekyll and
Mister Hyde, Parks’s The America Play, Cusk’s Outline, and short stories by Toni
Morrison, Kate Chopin, and others. We will also consider films, television
shows, and video games. Students will have the opportunity to become characters
in class debates, discuss fan fiction, and experiment with how to translate
characters between media as we engage in analytical, theoretical, and creative
work throughout the term.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1757","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Chosen Voices: Jewish Authors","LIT 276B","92137","22","4","Elizabeth Frank","Wed Thurs   
  8:30 AM - 9:50 AM Olin
  308","Distributional","LA  Literary Analysis in English  D+J Difference and Justice","Crosslists","Jewish
  Studies; Russian and Eurasian Studies","null","null","null","null","In this course we will read major nineteenth and twentieth-century
Jewish authors who, in their attempts sometimes to preserve Jewish tradition
and just as often to break with it (or to do a little of both), managed to make
a major contribution to secular Jewish culture. The struggle to create an imaginative
literature by and about Jews is thus examined with respect to often conflicted
literary approaches to questions of Jewish identity and history (including
persistent anti-Semitism in the countries of the Diaspora and the catastrophe
of the Holocaust). In the process we will discuss such notions as Jewish
identity and stereotypes, questions of ""apartness"" and
""insideness,"" and explore literary genres such as the novel, the
tale, the fable, the folktale and the joke in relation to traditional forms of
Jewish storytelling, interpretation and prophecy. We will look as well at what
it is that makes ""Jewish humor"" both Jewish and funny and consider
the consequences of a particular author's decision to write in either Hebrew or
Yiddish, or in a language such as Russian, German or English. We will discuss
as well Jewish participation in literary modernism. Authors include Rabbi
Nachman of Bratzslav, Isaac Leib Peretz, Sholem Aleichem, Isaac Babel, Franz
Kafka, Bruno Schulz, Primo Levi, Isaac 
Bashevis Singer, Bernard Malamud, Grace Paley, Aharon Appelfeld, Leslie
Epstein, and Angel Wagenstein. This course is part of the World Literature
offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1758","https://inside.bard.edu/academic/courses/fall2023/menu.htm","The Heroic Age","LIT 280","92140","22","4","Karen Sullivan","Tue  Thurs    1:30 PM
  - 2:50 PM Aspinwall 302","Distributional","LA  Literary Analysis in English","Crosslists","Medieval
  Studies","null","null","null","null","In this course, we will be reading the great epics
and sagas of the early Middle Ages, concentrating upon northern Europe. Through
these texts, we will explore the tensions between paganism and Christianity,
individual glory and kingly authority, and heroism and monstrosity. Texts to be
read include the Old English Beowulf; the Old Irish Tain
Bó Cúailnge; the Old Norse Eddas, Saga of the Volsungs, and Egil's Saga; the Old French Song of Roland; and the Finnish
Kalevala. Attention will be paid to the resonance of these works in the present
day. This course is a Pre-1800 Literature course offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1759","https://inside.bard.edu/academic/courses/fall2023/menu.htm","On Friendship","LIT 284","92141","22","4","Thomas Wild","Tue  Thurs    3:30 PM
  - 4:50 PM Olin Language Center 208","Distributional","LA  Literary Analysis in English","Crosslists","German
  Studies; Philosophy; Politics","null","null","null","null","The core of this course will explore the politics and poetics
of friendship. What does it mean to think about political modes of living
together through the lens of “friendship”? How is this different from political
thinking that focuses on neighboring terms like solidarity, community,
fraternity, family, or love? We will be reading from various genres –
philosophy, poetry, essay, drama, letters—and asking how different forms of
writing may affect our conception of friendship. Reading both canonical and
less well-known works from various languages and traditions, we will consider
how differences in social and cultural context (including citizenship status,
class, race, religion) as well as gender norms may shape the idea and practice
of friendship. Two guiding concerns will be the connection between friendship
and plurality and, relatedly, the relationship between the one and the many. To
what extent, for example, is solitude a condition for a life in plurality? And
how has the internet altered what we mean by friends? Readings will include
works by Allen, Arendt, Aristotle, Barenboim, Cicero, Derrida, Emerson, Gandhi,
Lauterbach, McCarthy, Montaigne, Said.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1760","https://inside.bard.edu/academic/courses/fall2023/menu.htm","South African Literature","LIT 294","92142","22","4","Daniel Williams","Tue  Thurs    10:10 AM
  - 11:30 AM Reem Kayden Center 200","Distributional","LA  Literary Analysis in English  D+J Difference and Justice","Crosslists","Africana
  Studies; Global & International Studies; Human Rights","null","null","null","null","This course offers an overview of South Africa’s vibrant
literary landscape, from 19th-century colonial literature through 20th-century
writing under Apartheid to 21st-century fiction in a new democracy. Alongside
novels, plays, short stories, and films, we will encounter a range of
sub-genres (travel writing, historical romance, legal statute, political
manifesto, and journalism). Topics include the political and ethical
responsibilities of literature; the relationship of fiction to history and
memory; the stakes of representation and testimony; and the enduring
difficulties of racial segregation and class inequality. Readings may include
Sol Plaatje, Athol Fugard, Nadine Gordimer, J. M. Coetzee, Alex La Guma, Steve
Biko, Mongane Serote, Zoë Wicomb, Phaswane Mpe, and Antjie Krog, as well as
selections from nonfiction and literary criticism. This course is part of the
World Literature course offering.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471424-1761","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Memory Strays: On
  Narrating the Histories of Others","LIT 296","92447","22","4","Jana Schmidt","Tue  Thurs    5:10 PM
  - 6:30 PM Olin 202","Distributional","LA  Literary Analysis in English","Crosslists","American & Indigenous Studies; German
  Studies; Human RIghts","null","null","null","null","Are memories sharable? What happens when memories are
borrowed or appropriated? Can one memory be used to lend public visibility to
another? This course explores the possibilities and limits of relating different
histories of injustice through narratives and theories in and around the
aftermath of the Holocaust. Scholarship on “multidirectional memories” has
recently emphasized the varied new perspectives on history to be gained from
reading memories with respect to their intersectional potential. If we
understand memory as a medium for “negotiation, cross-referencing, and
borrowing,” Michael Rothberg argues, we can see different traumatic pasts as
“productive” for the ways they shape our thinking of the present. In this way,
James Baldwin utilized the German past for a play on the construction of
Blackness. The German Jewish exile Charlotte Beradt
wrote radio reportages on Black political figures that connected scenes of
Weimar Germany with anti-racist struggles in America. And the German filmmaker
Harun Farocki created montages that layered memories
of National Socialism with colonial echoes and contemporary political events
such as the Vietnam War. In their work, and in the projects of other
transatlantic writers and artists, the permeability of memory as a traveling
medium, hidden cargo, and volatile stray substance
becomes visible. This course will provide students with a perspective of the
postwar moment as a moment of profound exploratory thinking on the politics of
relational memory. We will read a number of philosophical and theoretical texts
on memory and engage these in conversation with postwar literary texts and
films from Europe and the US.","100 and 200 Level Classes","https://inside.bard.edu/academic/courses/fall2023/lit2courses.html"
"1682471426-1762","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Inventing England","LIT 104","92124","22","4","Marisa Libbon","Tue  Thurs    10:10 AM
  - 11:30 AM Olin 307","Distributional","LA  Literary Analysis in English","Crosslists","Medieval Studies","null","null","null","null","Before England was a colonial empire, the earliest writers of
its history imagined themselves situated on a tiny island at the northern edge of
the globe. Since then England has loomed large in the cultural imagination and
political realities of the world. How did England begin to take shape—and to
shape itself—in the collective cultural imagination? In what social experiences
and political events were (and are) its class structures and colonialism
rooted? The aim of our work will be twofold: first, to gain experience reading,
thinking, and writing about early English literature. And second, to devise
over the course of the semester our own working narrative about the development
of that literature and its role in the construction of the idea of England. We
will read widely, from riddles to poetry to prose, and from Beowulf to
Shakespeare. We will also read closely, attending to language, form and
content, historical context, and the continuum of conventions and expectations
that our texts enact and break in order to fashion a self-consciously English
literature. Other readings will likely include Chaucer’s Canterbury Tales,
Geoffrey of Monmouth’s History of the Kings of Britain, Spenser’s Faerie
Queene, early histories, and romances—the pop fiction about knights,
crusade, and politics—that circulated widely in both Chaucer’s medieval and
Shakespeare’s early modern England. This is a pre-1800 Literature course
offering.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1763","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Solar Readings","LIT 105","92125","22","4","Elizabeth Holt","Wed  Fri   11:50 AM
  - 1:10 PM Olin 107","Distributional","LA  Literary Analysis in English","Crosslists","Middle
  Eastern Studies","null","null","null","null","This course takes up contemporary
debates in the energy humanities through a focus on the role of the sun in
storytelling and narrative.  We will consider how the rising sun
interrupts Shahrazad's oral storytelling each morning, creating a sense of
narrative suspense in earlier editions of a 1001 Nights, and how
later translators of these tales into French and English eclipsed this
narrative momentum.  We will read from Robinson Crusoe's
dependence on sundials to tell both time and to locate the island on which he
has shipwrecked, and the omissions of this mode of time-telling in the Robinsonades of political economists of the nineteenth-century. 
And finally we will read Ghassan Kanafani's
novel Men in the Sun in the context of the mid-twentieth
century global oil boom.  This is part of the World Literature
offering.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1764","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Women and Leadership","PS 131","92480","20","2","Deirdre d’Albertis, Erin Cannan and Michelle Murray","Fri    10:00 AM – 12:00 PM Chapel","Distributional","D+J Difference and Justice","null","null","null","null","null","null","It is 2023. Why aren't there more
women in leadership positions? According to a 2018 Pew Research Center report,
the majority of American men and women acknowledge the capacity of women to
lead. Yet in certain domains--most notably politics and business-- continue
to be under-represented at the top and the American public remains
skeptical that gender parity can be achieved.  Recent elections have
galvanized the electorate around constructions of gender in particularly
dramatic ways.  If we are living in a post-feminist society (as some
claim), why do these questions and conflicts continue to arise? Identity is an
urgent conversation in 21st-century politics and everyday life, and this
includes awareness of how intersectionality shapes gendered experiences. What
are the stories that we tell ourselves and each other about equality,
representation, privilege, freedom, authority, and success? How do these
inflect real-world outcomes for individuals and societies?  In this
two-credit course we will explore some of the stories that circulate in our
culture around women and power, both from an academic and from a practical,
real-world perspective. What does it mean to lead? How do we use a language of
empowerment? Why has the United States embraced certain narratives of gender
equity and success as opposed to those being created in other countries and
cultures? We will focus on learning from women who are committed to making a
difference in the world through their personal and professional choices,
hearing their stories, and reading texts that have been particularly important
to them in their lives and work. So too, we will engage with stories from the
past (archival research), from across disciplines (government,
politics, the military, higher education, STEM, the arts, tech, media) and from
a wide range of perspectives.  As an Engaged Liberal Arts and
Sciences course, this seminar will provide students with the unique opportunity
to bring theory and practice together in a very immediate sense: by the end of
the term you will have identified a story only you can tell, whether it is
based in political activism, community engagement, or work experience. Drawing
on the rich resources here in Annandale as well as through Bard's other
campuses we will reach out to groups and organizations with a shared focus on
gender. Network building is something we will explicitly
address.  This course is open to all first-year students. Upper
College students may also participate if selected to serve as course fellows.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1765","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Failing with Style: Introduction to Renaissance Poetry","LIT 144","92126","22","4","Adhaar Desai","Tue  Thurs    1:30 PM
  - 2:50 PM Olin 205","Distributional","LA  Literary Analysis in English","null","null","null","null","null","null","When we think about Renaissance poetry, we tend to think of
the sonnet: rule-bound, artificial, and old-fashioned. The funny thing is, the
poets writing in the English Renaissance tried everything they could to make
their poems appear as just the opposite: organic, sincere, and excitingly new.
When they realized that their experiments were failures, they also came to see
the failures as interesting in new ways. What resulted was a period of wild and
flourishing literary inventiveness. Beginning with the reign of Queen Elizabeth
I and ending around the tumultuous English Civil Wars and the regicide of King
Charles I, the century spanning 1550 to 1650 in English history was responsible
for grand upheavals in culture, religion, politics, and science. Accordingly,
just beneath the veneer of formal qualities like rhyme and meter, poems from
the period are sensitive and probing explorations of chaos, frustration,
madness, desire, and the sublime. By focusing on experiences of error,
uncertainty, shame, and failure, this course examines how Renaissance poets
fought with language as they tried to say things that they did not know how to
say. Through both critical and creative exercises, students will develop an
approach to writing unafraid of failure and emboldened by experiences of
risk-taking. We’ll hone a deep understanding of essential aspects of poetry
while we think about how it was (and still is) a tool for thought and an
instrument of emotional understanding. The course covers a broad range of major
works as well as less commonly-read (yet indelibly great) poetry—especially
poetry by women. Shakespeare, Spenser, and Donne will take their place in
context alongside poets like Isabella Whitney, Mary Wroth, Katherine Philips,
George Herbert, and Amelia Lanyer. This is a pre-1800 Literature course
offering.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1766","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Culture and Cultivation","LIT 147","92482","22","4","Elizabeth Holt","Tue  Thurs   
  10:10 AM – 11:30 AM Olin 101","Distributional","LA Literary Analysis in English","Crosslists","Written Arts","null","null","null","null","This course begins in the Oxford
English Dictionary under culture as a transitive
verb, meaning ""to cultivate (the soil, plants.... pearls, fish, etc.)""
if also ""to cultivate (an art, subject, etc.).""  The
course surveys the dissemination of these overlapping significations
of culture and cultivation through histories and theories of narrative,
poetics, and prosody, drawing broadly from Arabic, French, and Anglophone
textual traditions.  Students will compose a final class project on a
literary text of their choice.  This is part of the World Literature
offering.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1767","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Narrative/Poetics/Representation","LIT 201 A","92127","15","4","Cole Heinowitz","Tue  Thurs    11:50 AM
  - 1:10 PM Olin 307","Distributional","LA  Literary Analysis in English","null","null","null","null","null","null","What does it mean to study literature today? How, precisely,
do poetry, fiction, creative nonfiction, and drama differ from other forms of
expression? How can we read those differences—the small, unexpected ways that
works of literature can transform everyday life and everyday language—in
connection with larger cultural, political, and aesthetic questions? And how
can we use encounters with literary texts to reimagine or remodel our visions
of self, community, and our mode of being in the world? Emphasizing the
practice of close textual analysis and introducing students to foundational and
emerging methods in literary studies, this course lays the groundwork for
further investigations across a range of literary forms, national traditions,
historical moments, and social identities. This course is a pre-moderation requirement
for all prospective Literature and Written Arts majors.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1768","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Narrative/Poetics/Representation","LIT 201 B","92128","15","4","Ingrid Becker","Tue  Thurs    1:30 PM
  - 2:50 PM Olin 307","Distributional","LA  Literary Analysis in English","null","null","null","null","null","null","What does it mean to study literature today? How, precisely,
do poetry, fiction, creative nonfiction, and drama differ from other forms of expression?
How can we read those differences—the small, unexpected ways that works of
literature can transform everyday life and everyday language—in connection with
larger cultural, political, and aesthetic questions? And how can we use
encounters with literary texts to reimagine or remodel our visions of self,
community, and our mode of being in the world? Emphasizing the practice of
close textual analysis and introducing students to foundational and emerging
methods in literary studies, this course lays the groundwork for further
investigations across a range of literary forms, national traditions,
historical moments, and social identities. This course is a pre-moderation
requirement for all prospective Literature and Written Arts majors.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1769","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Narrative/Poetics/Representation","LIT 201 C","92129","15","4","Stephen Graham","Mon  Wed     3:30 PM
  - 4:50 PM Olin 308","Distributional","LA  Literary Analysis in English","null","null","null","null","null","null","What does it mean to study literature today? How, precisely,
do poetry, fiction, creative nonfiction, and drama differ from other forms of
expression? How can we read those differences—the small, unexpected ways that
works of literature can transform everyday life and everyday language—in
connection with larger cultural, political, and aesthetic questions? And how
can we use encounters with literary texts to reimagine or remodel our visions
of self, community, and our mode of being in the world? Emphasizing the
practice of close textual analysis and introducing students to foundational and
emerging methods in literary studies, this course lays the groundwork for
further investigations across a range of literary forms, national traditions,
historical moments, and social identities. This course is a pre-moderation
requirement for all prospective Literature and Written Arts majors.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1770","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Is Feminist Solidarity Possible?","LIT 2052","92151","22","4","Alys Moody","Mon  Wed     3:30 PM
  - 4:50 PM Hegeman 106","Distributional","LA  Literary Analysis in English  D+J Difference and Justice","Crosslists","Gender
  and Sexuality Studies; Global & International Studies; Human Rights","null","null","null","null","Can women unite with one another to promote their own
liberation, or is the category of “woman” irrevocably fractured by differences
of class, race, sexuality, and nation? Is there even such a thing as a “woman,”
in a political sense? These questions have formed the basis of a decades-long
debate within feminism about whether calls for solidarity between women can be
separated from divisions within the category of woman. This class follows the
challenges to feminist solidarity posed by lesbian feminism, Marxist and
working class feminisms, US black feminism, and Third World feminisms, with the
aim of working collectively to imagine what feminist solidarity might look like
today. We will read theoretical debates alongside literary texts, asking how
literary effects of empathy, identification, and representation intervene in
these debates. Authors studied will include theorists such as Monique Wittig,
Chandra Mohanty, Gayatri Chakravorty Spivak, Silvia Federici, Jodi Dean, and
the Combahee River Collective, and literary writers including Adrienne Rich,
Audré Lorde, Ama Ata Aidoo, Mahasweta Devi, and others. Students from all
programs are welcome, and no background in feminist theory or literary studies
is expected, just a willingness to think critically about these difficult
problems. This course is part of the World Literature course offering.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1771","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Rethinking European Literature I: The Classical Era, the Middle
  Ages, and the Renaissance","LIT 209","92130","22","4","Karen Sullivan","Tue  Thurs    10:10 AM
  - 11:30 AM Olin 310","Distributional","LA  Literary Analysis in English","Crosslists","Medieval
  Studies","null","null","null","null","This course is designed to introduce students to the
masterworks of the European literary tradition. We will be following a cultural
arc that extends from Greek and Roman epic poetry to the early Christian
rewriting of heroic narrative; from the famous letters between a Parisian
philosopher and his brilliant (female) student to the enchanted ships, fairy
ladies, and allegorical gardens of medieval romance; and from Dante Alighieri’s
magnificent synthesis of pagan and Christian systems of thought to Renaissance
humanists’ recourse to classical models as a way to make sense of their own
world. Far from a fixed canon of great works, European literature has always
been a fluid collection of writings, constantly in the process of being
rethought by its own makers. Texts to be read include Homer's Odyssey (in
part), Virgil’s Aeneid, Augustine’s Confessions, The Letters of Abelard and
Heloise, Marie de France’s Lays, The Romance of the Rose, Dante’s Inferno and
Purgatorio, Petrarch’s sonnets, letters, and dialogues, and Desiderius
Erasmus’s The Praise of Folly. While students are encouraged to take both
semesters of Rethinking European Literature, they are also free to sign up for
just one semester. This is a pre-1800 Literature course offering.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
"1682471426-1772","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Translation, in Theory","LIT 210","92131","22","4","Elizabeth Holt","Tue  Thurs    10:10 AM
  - 11:30 AM Olin 101","Distributional","FL  Foreign Languages and Lit","Crosslists","Written
  Arts","null","null","null","null","This course introduces students to theories and practices of
translation.  We will read from a range of
theorists, to include Lydia Lu, Walter Benjamin, Walter Ong, Emily Apter,
Michel Foucault, Ngugi wa Thiong’o, Abdelfattah Kilito, Lawrence Venuti, and
Gayatri Spivak; as well as the work of literary critics and intellectual
historians as they deploy theories of translation in textual analysis.  We will also study contemporary translation
practices, from machine translation, to translation by correspondence, to the
appearance of new translations of classic works such as the Arabian
Nights.  There are no pre-requisites.
This course is part of the World Literature offering.","Literature","https://inside.bard.edu/academic/courses/fall2023/literature.html"
